0.210556,0.085153,0.052232,0.051887
0.187126,0.064358,0.046861,0.046472
0.172048,0.051728,0.043836,0.043880
0.088710,0.034706,0.033828,0.035441
0.077016,0.019916,0.021227,0.022480
0.016950,0.014531,0.014084,0.013926
